YAL030W,31,118,0.01909,0.115,0.95352
YAL034C-B,36,118,0.00588,0.035,0.96195
YAL045C,53,103,0.02279,0.095,0.95039
YAL046C,54,119,0.01755,0.095,0.9559
YAR047C,100,107,0.03833,0.225,0.95351
YAR053W,102,99,0.0413,0.255,0.95941
YAR060C,103,112,0.02682,0.145,0.96022
YAR064W,104,100,0.02972,0.135,0.96109
YAR070C,108,100,0.03913,0.215,0.95779
YBL001C,112,105,0.02777,0.275,0.9753
YBL012C,123,134,0.03915,0.215,0.94115
YBL018C,129,134,0.0329,0.215,0.96302
YBL021C,132,145,0.02759,0.125,0.94792
YBL025W,136,146,0.025,0.125,0.94984
YBL026W,137,96,0.02605,0.185,0.97417
YBL028C,139,107,0.02475,0.245,0.98249
YBL044W,156,123,0.03083,0.165,0.95566
YBL048W,160,104,0.05218,0.885,0.96673
YBL049W,161,139,0.0272,0.145,0.95264
YBL053W,165,125,0.02629,0.105,0.94847
YBL062W,175,127,0.03512,0.185,0.95058
YBL070C,183,107,0.06029,0.415,0.96355
YBL073W,187,104,0.04736,0.275,0.95748
YBL078C,192,118,0.03509,0.215,0.9636
YBL083C,197,142,0.03022,0.145,0.94337
YBL087C,201,138,0.01598,0.175,0.98284
YBL094C,209,111,0.04439,0.325,0.95877
YBL096C,211,103,0.0477,0.345,0.96028
YBL108W,225,102,0.04697,0.325,0.96465
YBL112C,228,106,0.0399,0.235,0.95648
YBR009C,238,104,0.02926,0.445,0.98608
YBR013C,242,130,0.03023,0.175,0.95055
YBR016W,245,129,0.0219,0.085,0.9465
YBR027C,256,111,0.03653,0.195,0.95473
YBR032W,261,101,0.04296,0.215,0.95879
YBR051W,280,117,0.03483,0.195,0.957
YBR056W-A,285,67,0.01382,0.085,0.97861
YBR064W,295,143,0.03349,0.145,0.93565
YBR082C,312,149,0.02412,0.195,0.96667
YBR090C,323,123,0.02599,0.145,0.9559
YBR099C,332,128,0.04289,0.185,0.95039
YBR109C,342,148,0.02555,0.185,0.95727
YBR124W,358,120,0.04208,0.255,0.95466
YBR144C,379,105,0.04821,0.395,0.96452
YBR167C,403,141,0.02572,0.185,0.96167
YBR173C,409,149,0.02776,0.155,0.9534
YBR174C,410,105,0.0388,0.175,0.95798
YBR178W,414,125,0.06989,0.435,0.96272
YBR188C,424,141,0.03231,0.185,0.94478
YBR190W,426,104,0.02977,0.165,0.96757
YBR191W-A,427,25,0.01285,0.075,0.99288
YBR194W,431,124,0.0291,0.145,0.95382
YBR219C,456,128,0.03374,0.185,0.94775
YBR230C,467,135,0.03881,0.205,0.95439
YBR232C,469,120,0.04402,0.235,0.94982
YBR252W,490,148,0.01931,0.135,0.9586
YBR253W,491,122,0.02108,0.105,0.95562
YBR258C,497,143,0.02228,0.125,0.95596
YBR269C,508,139,0.02006,0.095,0.94506
YBR277C,516,134,0.02815,0.155,0.94811
YBR285W,524,145,0.02322,0.165,0.95972
YBR292C,531,124,0.04328,0.265,0.95727
YBR301W,540,121,0.0245,0.315,0.98349
YCL007C,548,131,0.01646,0.085,0.95709
YCL023C,559,116,0.05011,0.505,0.96164
YCL035C,572,111,0.02188,0.115,0.96183
YCL056C,592,145,0.04278,0.305,0.9442
YCL065W,600,123,0.04371,0.265,0.9495
YCR022C,631,115,0.03733,0.195,0.95572
YCR025C,635,137,0.03681,0.225,0.94825
YCR031C,641,138,0.01534,0.205,0.98842
YCR043C,654,128,0.01577,0.105,0.9638
YCR049C,660,149,0.03652,0.305,0.94711
YCR050C,661,103,0.04532,0.215,0.95396
YCR060W,668,112,0.02495,0.125,0.95639
YCR064C,671,137,0.02713,0.145,0.94844
YCR071C,677,147,0.02384,0.135,0.94923
YCR083W,687,128,0.0263,0.175,0.96127
YCR085W,689,118,0.03039,0.125,0.95131
YDR031W,1001,122,0.02897,0.165,0.96516
YDR045C,1017,111,0.01818,0.115,0.96023
YDR048C,1020,105,0.05733,0.615,0.96234
YDR053W,1025,132,0.04038,0.225,0.94649
YDR059C,1031,149,0.01355,0.085,0.95967
YDR063W,1035,150,0.02153,0.155,0.9536
YDR070C,1042,94,0.03645,0.275,0.97442
YDR079W,1052,112,0.02796,0.125,0.96133
YDR086C,1059,81,0.02494,0.245,0.98536
YDR095C,1068,137,0.02689,0.095,0.93391
