YAL016W,15,636,0.01438,0.105,0.8213
YAL021C,21,838,0.01268,0.075,0.75368
YAL022C,22,518,0.017,0.095,0.82159
YAL023C,23,760,0.01665,0.145,0.82103
YAL028W,29,529,0.00851,0.045,0.82156
YAL031C,32,761,0.00873,0.055,0.77851
YAL038W,44,501,0.01599,0.215,0.93341
YAL040C,46,581,0.00478,0.035,0.84962
YAL041W,47,855,0.00959,0.055,0.73662
YAL043C,50,786,0.01108,0.065,0.7493
YAL047C,55,623,0.01331,0.085,0.80224
YAL048C,57,663,0.00866,0.055,0.81167
YAL053W,60,784,0.01514,0.105,0.77342
YAL054C,61,714,0.01453,0.135,0.83644
YAL056W,64,881,0.0066,0.045,0.75084
YAL058W,65,503,0.00981,0.055,0.8473
YAR071W,109,468,0.02058,0.175,0.8966
YBL005W,116,977,0.01083,0.075,0.737
YBL008W,119,841,0.00674,0.045,0.77372
YBL009W,120,677,0.00786,0.055,0.80986
YBL011W,122,760,0.00906,0.065,0.79882
YBL014C,125,895,0.00278,0.025,0.7447
YBL015W,126,527,0.02059,0.135,0.85017
YBL019W,130,521,0.01061,0.065,0.83325
YBL020W,131,575,0.01835,0.115,0.83125
YBL023C,134,869,0.01174,0.085,0.78695
YBL024W,135,685,0.01511,0.115,0.84486
YBL035C,147,706,0.01013,0.065,0.80217
YBL039C,151,580,0.01532,0.115,0.87216
YBL042C,154,640,0.01887,0.125,0.82536
YBL045C,157,458,0.01914,0.165,0.8941
YBL051C,163,669,0.00818,0.055,0.83708
YBL052C,164,832,0.00354,0.025,0.78232
YBL054W,166,526,0.00781,0.055,0.84356
YBL056W,168,469,0.0135,0.095,0.88405
YBL060W,173,688,0.00844,0.055,0.80553
YBL061C,174,697,0.00804,0.055,0.79419
YBL067C,180,748,0.00533,0.045,0.79449
YBL075C,189,650,0.00832,0.055,0.83281
YBL080C,194,542,0.01094,0.075,0.84334
YBL082C,196,459,0.01265,0.065,0.84262
YBL085W,199,981,0.00764,0.055,0.73389
YBL086C,200,467,0.00869,0.055,0.85543
YBL089W,203,460,0.01066,0.065,0.85655
YBL097W,212,755,0.00864,0.065,0.80189
YBL098W,213,461,0.01233,0.085,0.87666
YBL099W,214,546,0.01395,0.125,0.89104
YBL103C,218,487,0.01047,0.065,0.85673
YBL111C,227,668,0.00302,0.025,0.78455
YBL113C,229,793,0.00254,0.025,0.76656
YBR001C,230,781,0.00737,0.055,0.79146
YBR003W,232,474,0.00929,0.055,0.8658
YBR006W,235,498,0.01166,0.075,0.87383
YBR007C,236,737,0.00608,0.035,0.78774
YBR008C,237,549,0.00406,0.035,0.85718
YBR015C,244,598,0.01799,0.145,0.8343
YBR017C,246,919,0.01213,0.085,0.75011
YBR019C,248,700,0.00376,0.035,0.81817
YBR020W,249,529,0.0052,0.045,0.86843
YBR021W,250,634,0.00412,0.035,0.85248
